Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Sales,Profit
ORD00076,2021-10-10,CUST0804,Phone,Electronics,West,2,180,360,46.27
ORD00077,2023-10-30,CUST0634,Phone,Electronics,West,4,970,3880,961.68
ORD00078,2022-03-01,CUST0632,Monitor,Electronics,North,4,898,3592,643.61
ORD00079,2022-07-06,CUST0737,Keyboard,Accessories,North,2,905,1810,378.3
ORD00080,2023-10-14,CUST0319,Phone,Electronics,South,4,549,2196,481.44
ORD00081,2023-06-28,CUST0153,Laptop,Electronics,West,5,1258,6290,1016.56
ORD00082,2021-11-24,CUST0740,Printer,Electronics,North,1,772,772,94.67
ORD00083,2023-10-04,CUST0766,Tablet,Electronics,West,5,202,1010,292.77
ORD00084,2022-04-25,CUST0184,Printer,Electronics,East,4,1192,4768,1404.88
ORD00085,2021-12-16,CUST0531,Mouse,Accessories,North,4,166,664,110.97
ORD00086,2023-10-20,CUST0792,Mouse,Accessories,South,3,830,2490,216.11
ORD00087,2021-05-21,CUST0851,Tablet,Electronics,South,3,990,2970,746.55
ORD00088,2021-05-29,CUST0163,Laptop,Electronics,West,5,398,1990,182.23
ORD00089,2023-05-31,CUST0276,Monitor,Electronics,North,3,1326,3978,697.46
ORD00090,2023-11-24,CUST0727,Laptop,Electronics,West,1,56,56,9.92
ORD00091,2022-10-26,CUST0248,Monitor,Electronics,East,1,723,723,116.63
ORD00092,2022-03-13,CUST0598,Camera,Electronics,East,4,179,716,57.05
ORD00093,2021-02-14,CUST0942,Keyboard,Accessories,West,3,1038,3114,459.37
ORD00094,2023-09-21,CUST0546,Mouse,Accessories,West,1,350,350,97.66
ORD00095,2021-06-26,CUST0390,Keyboard,Accessories,East,2,142,284,74.64
ORD00096,2022-05-26,CUST0590,Keyboard,Accessories,West,5,1243,6215,1711.68
ORD00097,2022-12-01,CUST0867,Tablet,Electronics,West,1,1037,1037,286.19
ORD00098,2021-07-20,CUST0233,Mouse,Accessories,South,2,1330,2660,546.34
ORD00099,2021-05-13,CUST0563,Camera,Electronics,South,5,290,1450,271.09
ORD00100,2022-11-27,CUST0739,Printer,Electronics,North,5,1308,6540,1377.71
ORD00101,2021-04-19,CUST0748,Tablet,Electronics,South,2,981,1962,146.49
ORD00102,2023-08-13,CUST0342,Mouse,Accessories,South,5,707,3535,789.63
ORD00103,2022-09-21,CUST0952,Mouse,Accessories,West,3,984,2952,540.45
ORD00104,2021-07-12,CUST0701,Laptop,Electronics,South,5,1308,6540,430.69
ORD00105,2021-05-22,CUST0708,Camera,Electronics,East,1,333,333,22.15
ORD00106,2021-01-04,CUST0311,Keyboard,Accessories,West,4,1488,5952,1172.03
ORD00107,2023-08-07,CUST0287,Monitor,Electronics,West,5,1141,5705,452.02
ORD00108,2023-03-13,CUST0637,Keyboard,Accessories,South,3,465,1395,226.67
ORD00109,2022-02-17,CUST0844,Printer,Electronics,East,5,1248,6240,362.7
ORD00110,2023-02-19,CUST0717,Camera,Electronics,North,2,1392,2784,728.1
ORD00111,2023-06-27,CUST0542,Tablet,Electronics,South,2,170,340,48.95
ORD00112,2022-03-05,CUST0339,Tablet,Electronics,South,5,1212,6060,1547.92
ORD00113,2022-12-10,CUST0485,Mouse,Accessories,South,3,702,2106,141.23
ORD00114,2021-09-28,CUST0043,Phone,Electronics,South,3,841,2523,555.41
ORD00115,2022-06-25,CUST0267,Laptop,Electronics,North,3,891,2673,499.45
ORD00116,2023-11-24,CUST0130,Camera,Electronics,North,3,491,1473,190.05
ORD00117,2023-11-14,CUST0120,Laptop,Electronics,East,4,1496,5984,1550.97
ORD00118,2021-06-13,CUST0872,Printer,Electronics,North,2,75,150,20.57
ORD00119,2023-12-09,CUST0553,Monitor,Electronics,West,3,459,1377,238.71
ORD00120,2021-09-25,CUST0233,Mouse,Accessories,West,1,918,918,221.94
ORD00121,2022-08-15,CUST0553,Phone,Electronics,South,2,847,1694,135.85
ORD00122,2023-02-11,CUST0896,Mouse,Accessories,North,4,148,592,169.46
ORD00123,2021-02-09,CUST0385,Printer,Electronics,North,3,977,2931,723.57
ORD00124,2021-10-04,CUST0506,Laptop,Electronics,East,4,1475,5900,1681.28
ORD00125,2023-03-23,CUST0649,Monitor,Electronics,North,2,75,150,27.69
ORD00126,2022-09-14,CUST0543,Phone,Electronics,South,2,160,320,22.78
ORD00127,2023-02-08,CUST0772,Laptop,Electronics,North,2,1295,2590,218.34
ORD00128,2021-02-21,CUST0880,Phone,Electronics,North,4,1482,5928,1524.62
ORD00129,2022-11-20,CUST0273,Monitor,Electronics,North,3,758,2274,377.09
ORD00130,2022-08-22,CUST0031,Printer,Electronics,South,4,1300,5200,1446.86
ORD00131,2022-08-05,CUST0405,Camera,Electronics,East,2,653,1306,178.89
ORD00132,2021-06-15,CUST0305,Mouse,Accessories,East,3,732,2196,410.97
ORD00133,2022-09-28,CUST0021,Printer,Electronics,East,1,625,625,62.63
ORD00134,2021-04-11,CUST0875,Keyboard,Accessories,South,5,1041,5205,1557.86
ORD00135,2021-04-10,CUST0026,Laptop,Electronics,North,5,1379,6895,867.51
ORD00136,2021-12-06,CUST0127,Keyboard,Accessories,South,4,82,328,61.79
ORD00137,2023-01-13,CUST0747,Phone,Electronics,West,3,1321,3963,538.64
ORD00138,2023-01-26,CUST0349,Tablet,Electronics,South,1,1399,1399,376.48
ORD00139,2022-10-17,CUST0549,Tablet,Electronics,South,1,877,877,217.75
ORD00140,2022-11-24,CUST0142,Tablet,Electronics,South,5,1098,5490,1151.26
ORD00141,2021-05-25,CUST0994,Mouse,Accessories,South,1,1476,1476,290.36
ORD00142,2023-04-28,CUST0993,Phone,Electronics,West,2,1315,2630,613.69
ORD00143,2023-04-09,CUST0502,Laptop,Electronics,South,4,1077,4308,850.04
ORD00144,2023-04-23,CUST0690,Phone,Electronics,North,5,586,2930,214.49
ORD00145,2022-02-06,CUST0213,Camera,Electronics,North,1,554,554,89.49
ORD00146,2023-04-01,CUST0228,Tablet,Electronics,East,5,396,1980,165.63
ORD00147,2023-05-30,CUST0611,Printer,Electronics,North,5,119,595,90.62
ORD00148,2022-12-30,CUST0802,Monitor,Electronics,North,3,1449,4347,907.67
ORD00149,2021-01-10,CUST0692,Phone,Electronics,South,2,543,1086,157.97
ORD00150,2023-03-17,CUST0979,Keyboard,Accessories,North,5,837,4185,716.07
ORD00151,2022-05-17,CUST0825,Keyboard,Accessories,North,3,1091,3273,382.38
ORD00152,2022-02-21,CUST0008,Camera,Electronics,East,1,676,676,93.36
ORD00153,2022-06-25,CUST0277,Phone,Electronics,East,3,729,2187,598.9
ORD00154,2022-02-21,CUST0810,Printer,Electronics,South,5,1122,5610,392.55
ORD00155,2023-02-28,CUST0093,Printer,Electronics,West,3,1073,3219,960.98
ORD00156,2021-04-07,CUST0001,Keyboard,Accessories,East,5,346,1730,205.98
ORD00157,2023-02-10,CUST0199,Monitor,Electronics,East,5,735,3675,930.55
ORD00158,2022-06-26,CUST0150,Mouse,Accessories,East,2,614,1228,92.11
ORD00159,2021-12-09,CUST0445,Laptop,Electronics,East,1,809,809,49.88
ORD00160,2021-12-11,CUST0756,Camera,Electronics,North,3,657,1971,547.3
ORD00161,2023-12-22,CUST0189,Mouse,Accessories,North,5,192,960,139.58
ORD00162,2023-01-08,CUST0183,Monitor,Electronics,North,5,963,4815,520.29
ORD00163,2022-05-16,CUST0528,Camera,Electronics,South,2,788,1576,212.95
ORD00164,2021-08-24,CUST0307,Phone,Electronics,West,5,338,1690,199.18
ORD00165,2021-12-05,CUST0165,Laptop,Electronics,West,2,232,464,45.68
ORD00166,2023-09-01,CUST0616,Monitor,Electronics,East,3,1153,3459,904.91
ORD00167,2021-04-09,CUST0893,Mouse,Accessories,North,4,1474,5896,1507.62
ORD00168,2021-10-09,CUST0537,Phone,Electronics,East,4,704,2816,380.2
ORD00169,2021-08-06,CUST0373,Printer,Electronics,North,4,1123,4492,1300.54
ORD00170,2022-06-22,CUST0825,Laptop,Electronics,West,1,780,780,40.34
ORD00171,2021-05-18,CUST0467,Camera,Electronics,North,5,413,2065,192.41
ORD00172,2023-07-09,CUST0820,Phone,Electronics,North,5,712,3560,1063.11
ORD00173,2022-09-17,CUST0736,Keyboard,Accessories,South,4,1099,4396,394.24
ORD00174,2022-01-20,CUST0852,Keyboard,Accessories,South,5,684,3420,621.76
ORD00175,2023-02-22,CUST0676,Laptop,Electronics,North,5,979,4895,311.16
ORD00176,2021-11-14,CUST0267,Tablet,Electronics,North,1,1369,1369,150.86
ORD00177,2021-12-07,CUST0236,Phone,Electronics,West,1,784,784,173.01
ORD00178,2022-12-06,CUST0530,Camera,Electronics,South,4,714,2856,534.83
ORD00179,2023-08-11,CUST0300,Printer,Electronics,South,2,1262,2524,408.2
ORD00180,2023-07-29,CUST0927,Printer,Electronics,North,2,445,890,229.01
ORD00181,2023-07-15,CUST0029,Monitor,Electronics,South,4,670,2680,417.09
ORD00182,2023-10-18,CUST0075,Keyboard,Accessories,West,4,80,320,61.37
ORD00183,2023-03-30,CUST0228,Printer,Electronics,South,5,1119,5595,333.4
ORD00184,2022-09-01,CUST0275,Phone,Electronics,South,4,798,3192,524.7
ORD00185,2022-10-03,CUST0391,Tablet,Electronics,South,3,1305,3915,705.2
ORD00186,2023-09-30,CUST0979,Phone,Electronics,West,4,1041,4164,506.56
ORD00187,2022-02-22,CUST0924,Phone,Electronics,West,1,1051,1051,66.57
ORD00188,2021-10-24,CUST0854,Keyboard,Accessories,West,4,1474,5896,445.81
ORD00189,2021-02-11,CUST0339,Phone,Electronics,North,3,161,483,116.62
ORD00190,2021-08-03,CUST0432,Phone,Electronics,North,1,1465,1465,255.13
ORD00191,2021-10-25,CUST0933,Monitor,Electronics,South,1,948,948,87.29
ORD00192,2021-09-24,CUST0714,Tablet,Electronics,South,2,640,1280,222.9
ORD00193,2022-11-05,CUST0639,Monitor,Electronics,South,5,333,1665,332.92
ORD00194,2023-11-10,CUST0539,Camera,Electronics,West,2,211,422,110.15
ORD00195,2022-08-26,CUST0322,Keyboard,Accessories,East,3,1365,4095,337.33
ORD00196,2023-12-10,CUST0924,Tablet,Electronics,East,3,1426,4278,492.71
ORD00197,2023-09-07,CUST0029,Monitor,Electronics,South,1,520,520,82.34
ORD00198,2021-12-02,CUST0412,Keyboard,Accessories,North,4,837,3348,917.7
ORD00199,2021-12-09,CUST0583,Keyboard,Accessories,West,2,1370,2740,270.11
ORD00200,2021-02-12,CUST0432,Keyboard,Accessories,South,2,951,1902,207.62
ORD00201,2022-02-14,CUST0944,Phone,Electronics,South,3,849,2547,743.2
ORD00202,2021-05-05,CUST0312,Mouse,Accessories,South,4,111,444,58.38
ORD00203,2022-12-27,CUST0632,Tablet,Electronics,North,5,885,4425,307.8
ORD00204,2021-09-21,CUST0585,Phone,Electronics,East,2,827,1654,455.35
ORD00205,2023-08-08,CUST0766,Laptop,Electronics,North,2,924,1848,467.01
ORD00206,2022-10-24,CUST0227,Phone,Electronics,North,1,529,529,61.8
ORD00207,2021-03-16,CUST0550,Mouse,Accessories,North,2,897,1794,233.42
ORD00208,2023-03-16,CUST0732,Tablet,Electronics,East,2,983,1966,235.51
ORD00209,2022-12-13,CUST0904,Camera,Electronics,East,5,788,3940,559.59
ORD00210,2023-04-06,CUST0808,Keyboard,Accessories,East,1,1126,1126,196.64
ORD00211,2023-03-19,CUST0143,Laptop,Electronics,South,2,121,242,62.04
ORD00212,2021-11-09,CUST0644,Monitor,Electronics,West,3,1093,3279,929.61
ORD00213,2022-08-31,CUST0066,Printer,Electronics,West,3,908,2724,418.01
ORD00214,2022-10-16,CUST0702,Camera,Electronics,North,5,350,1750,300.14
ORD00215,2022-09-21,CUST0482,Printer,Electronics,South,1,917,917,156.18
ORD00216,2022-09-06,CUST0720,Mouse,Accessories,East,3,429,1287,360.13
ORD00217,2023-05-25,CUST0986,Monitor,Electronics,North,2,965,1930,293.41
ORD00218,2021-08-29,CUST0212,Tablet,Electronics,North,5,1326,6630,633.2
ORD00219,2021-02-06,CUST0001,Printer,Electronics,East,3,579,1737,170.63
ORD00220,2021-10-13,CUST0117,Phone,Electronics,North,2,1440,2880,722.57
ORD00221,2022-03-10,CUST0461,Monitor,Electronics,West,3,1474,4422,1301.45
ORD00222,2021-08-04,CUST0787,Laptop,Electronics,North,1,299,299,76.79
ORD00223,2023-09-08,CUST0328,Printer,Electronics,South,1,731,731,110.17
ORD00224,2022-02-27,CUST0122,Laptop,Electronics,East,3,973,2919,463.4
ORD00225,2021-01-20,CUST0092,Monitor,Electronics,North,1,369,369,91.81
ORD00226,2021-03-18,CUST0473,Laptop,Electronics,North,4,432,1728,212.64
ORD00227,2022-12-20,CUST0793,Keyboard,Accessories,West,1,394,394,27.32
ORD00228,2023-01-05,CUST0880,Tablet,Electronics,West,2,265,530,47.01
ORD00229,2022-02-10,CUST0101,Tablet,Electronics,North,3,673,2019,581.07
ORD00230,2022-08-01,CUST0353,Phone,Electronics,South,3,1498,4494,1244.32
ORD00231,2021-11-04,CUST0976,Monitor,Electronics,South,3,549,1647,107.49
ORD00232,2021-05-29,CUST0411,Phone,Electronics,North,5,158,790,52.15
ORD00233,2023-05-02,CUST0519,Camera,Electronics,East,5,1413,7065,1911.66
ORD00234,2023-04-18,CUST0947,Camera,Electronics,South,5,512,2560,514.04
ORD00235,2023-09-24,CUST0736,Mouse,Accessories,West,4,386,1544,321.98
ORD00236,2023-11-01,CUST0580,Mouse,Accessories,South,5,265,1325,221.95
ORD00237,2023-12-05,CUST0718,Tablet,Electronics,South,5,970,4850,404.87
ORD00238,2023-10-04,CUST0560,Monitor,Electronics,East,5,1496,7480,2011.15
ORD00239,2021-02-11,CUST0709,Tablet,Electronics,South,2,122,244,56.79
ORD00240,2021-07-24,CUST0926,Printer,Electronics,North,5,742,3710,242.48
ORD00241,2022-12-24,CUST0427,Tablet,Electronics,West,4,123,492,55.75
ORD00242,2023-05-14,CUST0050,Printer,Electronics,South,3,1396,4188,357.75
ORD00243,2023-07-19,CUST0993,Tablet,Electronics,East,3,1262,3786,706.92
ORD00244,2021-04-01,CUST0585,Printer,Electronics,North,5,311,1555,454.14
ORD00245,2022-02-01,CUST0003,Printer,Electronics,South,4,1414,5656,1663.01
ORD00246,2023-06-01,CUST0428,Monitor,Electronics,West,2,1328,2656,749.35
ORD00247,2022-11-09,CUST0989,Mouse,Accessories,South,3,697,2091,368.74
ORD00248,2022-08-28,CUST0300,Mouse,Accessories,North,5,1284,6420,1029.57
ORD00249,2021-11-16,CUST0255,Mouse,Accessories,North,3,713,2139,118.13
ORD00250,2022-07-03,CUST0757,Printer,Electronics,South,2,155,310,64.08
ORD00251,2021-01-25,CUST0705,Printer,Electronics,West,4,1097,4388,1081.58
ORD00252,2021-03-15,CUST0540,Camera,Electronics,West,5,732,3660,222.14
ORD00253,2022-12-07,CUST0505,Printer,Electronics,West,3,540,1620,454.62
ORD00254,2021-12-21,CUST0160,Monitor,Electronics,East,1,1481,1481,78.7
ORD00255,2021-12-07,CUST0312,Monitor,Electronics,South,3,1317,3951,221.05
ORD00256,2023-09-02,CUST0724,Laptop,Electronics,West,4,997,3988,1155.44
ORD00257,2023-11-04,CUST0176,Mouse,Accessories,West,1,948,948,186.25
ORD00258,2023-08-31,CUST0441,Camera,Electronics,South,5,469,2345,301.07
ORD00259,2022-07-21,CUST0774,Keyboard,Accessories,North,4,858,3432,858.92
ORD00260,2021-12-06,CUST0381,Camera,Electronics,South,5,1275,6375,992.01
ORD00261,2021-05-23,CUST0358,Laptop,Electronics,South,4,712,2848,713.69
ORD00262,2022-03-25,CUST0222,Camera,Electronics,North,1,257,257,50.99
ORD00263,2021-08-07,CUST0823,Camera,Electronics,East,3,657,1971,125.02
ORD00264,2021-04-10,CUST0803,Phone,Electronics,West,3,1330,3990,615.79
ORD00265,2021-09-27,CUST0648,Printer,Electronics,North,4,1001,4004,1190.8
ORD00266,2022-12-02,CUST0923,Keyboard,Accessories,West,5,120,600,66.54
ORD00267,2022-05-26,CUST0805,Tablet,Electronics,North,5,324,1620,350.86
ORD00268,2021-07-20,CUST0004,Tablet,Electronics,West,3,1500,4500,1101.83
ORD00269,2021-09-12,CUST0958,Keyboard,Accessories,East,4,1371,5484,576.65
ORD00270,2021-12-10,CUST0869,Keyboard,Accessories,East,5,1134,5670,1383.29
ORD00271,2023-07-20,CUST0183,Keyboard,Accessories,North,2,1094,2188,219.24
ORD00272,2021-02-13,CUST0483,Mouse,Accessories,South,1,523,523,79.69
ORD00273,2021-05-30,CUST0291,Camera,Electronics,West,2,1220,2440,125.73
ORD00274,2022-08-22,CUST0729,Monitor,Electronics,East,1,1020,1020,191.45
ORD00275,2021-06-03,CUST0240,Camera,Electronics,West,4,1225,4900,254.32
ORD00276,2022-04-03,CUST0843,Keyboard,Accessories,East,3,1053,3159,498.3
ORD00277,2023-12-19,CUST0712,Camera,Electronics,West,3,760,2280,330.1
ORD00278,2023-09-25,CUST0209,Laptop,Electronics,West,1,871,871,258.97
ORD00279,2022-12-28,CUST0754,Keyboard,Accessories,East,3,1321,3963,622.21
ORD00280,2021-08-15,CUST0751,Keyboard,Accessories,North,5,1080,5400,1346.93
ORD00281,2021-09-01,CUST0522,Keyboard,Accessories,East,2,678,1356,287.91
ORD00282,2023-11-14,CUST0105,Monitor,Electronics,East,4,1361,5444,644.18
ORD00283,2023-11-06,CUST0797,Tablet,Electronics,East,5,572,2860,539.85
ORD00284,2022-02-22,CUST0089,Tablet,Electronics,East,4,646,2584,482.94
ORD00285,2021-01-12,CUST0160,Phone,Electronics,South,2,801,1602,277.63
ORD00286,2023-11-14,CUST0447,Phone,Electronics,West,4,802,3208,591.07
ORD00287,2021-01-26,CUST0004,Phone,Electronics,South,5,280,1400,376.23
ORD00288,2022-12-18,CUST0495,Camera,Electronics,North,5,701,3505,287.46
ORD00289,2022-10-02,CUST0011,Keyboard,Accessories,North,4,665,2660,390.9
ORD00290,2023-07-24,CUST0759,Phone,Electronics,South,2,642,1284,94.92
ORD00291,2023-06-27,CUST0028,Keyboard,Accessories,East,3,767,2301,160.89
ORD00292,2021-06-12,CUST0895,Phone,Electronics,East,4,1493,5972,501.28
ORD00293,2022-01-04,CUST0884,Printer,Electronics,North,3,500,1500,190.99
ORD00294,2021-05-08,CUST0874,Printer,Electronics,West,1,1356,1356,270.91
ORD00295,2022-06-04,CUST0417,Printer,Electronics,North,3,995,2985,633.73
ORD00296,2022-08-17,CUST0612,Tablet,Electronics,West,2,1128,2256,157.77
ORD00297,2022-06-30,CUST0812,Camera,Electronics,North,3,411,1233,356.64
ORD00298,2023-01-21,CUST0390,Monitor,Electronics,South,3,575,1725,163.04
ORD00299,2022-01-28,CUST0763,Laptop,Electronics,West,2,106,212,62.67
ORD00300,2021-05-08,CUST0817,Laptop,Electronics,East,3,861,2583,590.19
ORD00301,2021-05-11,CUST0439,Camera,Electronics,East,2,239,478,141.2
ORD00302,2021-07-15,CUST0571,Printer,Electronics,North,3,578,1734,246.78
ORD00303,2023-08-14,CUST0947,Printer,Electronics,West,4,1307,5228,1407.87
ORD00304,2022-10-03,CUST0519,Mouse,Accessories,North,3,1273,3819,463.71
ORD00305,2021-10-01,CUST0611,Monitor,Electronics,East,2,1282,2564,589.28
ORD00306,2023-06-14,CUST0171,Monitor,Electronics,East,2,1456,2912,868.21
ORD00307,2021-08-10,CUST0352,Phone,Electronics,South,4,528,2112,131.33
ORD00308,2023-06-19,CUST0608,Monitor,Electronics,South,5,1415,7075,707.9
ORD00309,2023-01-16,CUST0149,Phone,Electronics,South,3,121,363,72.57
ORD00310,2022-04-11,CUST0569,Laptop,Electronics,North,2,929,1858,232.93
ORD00311,2022-09-11,CUST0722,Phone,Electronics,North,3,1181,3543,455.52
ORD00312,2021-11-06,CUST0379,Keyboard,Accessories,South,4,1111,4444,503.88
ORD00313,2022-03-04,CUST0071,Keyboard,Accessories,North,4,560,2240,264.96
ORD00314,2022-09-03,CUST0126,Mouse,Accessories,West,2,740,1480,321.1
ORD00315,2022-09-08,CUST0783,Mouse,Accessories,North,1,329,329,75.47
ORD00316,2023-07-13,CUST0794,Tablet,Electronics,North,3,585,1755,483.79
ORD00317,2023-02-10,CUST0067,Laptop,Electronics,South,1,808,808,53.54
ORD00318,2023-05-20,CUST0728,Laptop,Electronics,North,4,1084,4336,245.69
ORD00319,2022-10-05,CUST0073,Tablet,Electronics,East,4,1267,5068,609.16
ORD00320,2022-02-02,CUST0075,Printer,Electronics,East,3,656,1968,241.66
ORD00321,2023-02-28,CUST0960,Mouse,Accessories,West,5,1468,7340,1778.75
ORD00322,2023-03-11,CUST0735,Camera,Electronics,East,2,188,376,50.58
ORD00323,2022-07-23,CUST0114,Keyboard,Accessories,North,1,489,489,96.32
ORD00324,2022-11-21,CUST0507,Phone,Electronics,South,5,1295,6475,1081.01
ORD00325,2023-06-29,CUST0078,Printer,Electronics,South,5,1261,6305,1690.49
ORD00326,2021-02-10,CUST0323,Mouse,Accessories,North,1,665,665,193.56
ORD00327,2023-01-01,CUST0066,Mouse,Accessories,West,1,714,714,138.68
ORD00328,2021-04-30,CUST0272,Tablet,Electronics,East,5,315,1575,237.37
ORD00329,2022-05-16,CUST0503,Camera,Electronics,North,4,761,3044,470.24
ORD00330,2021-10-21,CUST0039,Tablet,Electronics,East,3,827,2481,590.89
ORD00331,2023-02-21,CUST0288,Keyboard,Accessories,North,4,163,652,43.94
